,COSTJTK,CO2PRICE
2005,0.464965397,0
2006,0.464965397,0
2007,0.464965397,0
2008,0.464965397,0
2009,0.464965397,0
2010,0.464965387,0
2011,0.483431413,0
2012,0.50189744,0
2013,0.520363466,0
2014,0.538829493,0
2015,0.557295519,0
2016,0.575761546,0
2017,0.594227572,0
2018,0.612693599,0
2019,0.631159625,0
2020,0.649625652,0
2021,0.664997461,0.047692573
2022,0.68036927,0.095385145
2023,0.69574108,0.143077718
2024,0.711112889,0.19077029
2025,0.726484698,0.238462863
2026,0.741856507,0.286155435
2027,0.757228317,0.333848008
2028,0.772600126,0.38154058
2029,0.787971935,0.429233153
2030,0.803343744,0.476925725
2031,0.779335413,0.499874746
2032,0.755327082,0.522823767
2033,0.731318751,0.545772788
2034,0.70731042,0.568721809
2035,0.683302089,0.591670831
2036,0.659293758,0.614619852
2037,0.635285427,0.637568873
2038,0.611277096,0.660517894
2039,0.587268765,0.683466915
2040,0.563260434,0.706415936
2041,0.583831262,0.7364182
2042,0.604402091,0.766420463
2043,0.624972919,0.796422727
2044,0.645543747,0.826424991
2045,0.666114575,0.856427255
2046,0.686685403,0.886429519
2047,0.707256231,0.916431782
2048,0.727827059,0.946434046
2049,0.748397887,0.97643631
2050,0.768968715,1.006438574
2051,0.788205968,1.034335228
2052,0.807443221,1.062231882
2053,0.826680475,1.090128536
2054,0.845917728,1.11802519
2055,0.865154981,1.145921844
2056,0.884392235,1.173818498
2057,0.903629488,1.201715152
2058,0.922866741,1.229611806
2059,0.942103994,1.25750846
2060,0.961341248,1.285405114
2061,0.973266355,1.291431276
2062,0.985191462,1.297457437
2063,0.997116569,1.303483598
2064,1.009041676,1.30950976
2065,1.020966783,1.315535921
2066,1.03289189,1.321562082
2067,1.044816997,1.327588244
2068,1.056742104,1.333614405
2069,1.068667211,1.339640566
2070,1.080592318,1.345666728
2071,1.054875817,1.321600531
2072,1.029159316,1.297534334
2073,1.003442815,1.273468136
2074,0.977726314,1.249401939
2075,0.952009812,1.225335742
2076,0.926293311,1.201269545
2077,0.90057681,1.177203348
2078,0.874860309,1.153137151
2079,0.849143808,1.129070954
2080,0.823427307,1.105004757
2081,0.816552664,1.104336168
2082,0.809678021,1.10366758
2083,0.802803377,1.102998992
2084,0.795928734,1.102330403
2085,0.789054091,1.101661815
2086,0.782179447,1.100993227
2087,0.775304804,1.100324638
2088,0.768430161,1.09965605
2089,0.761555517,1.098987462
2090,0.754680874,1.098318873
2091,0.751844001,1.049104613
2092,0.749007128,0.999890352
2093,0.746170255,0.950676092
2094,0.743333382,0.901461832
2095,0.740496509,0.852247571
2096,0.737659636,0.803033311
2097,0.734822763,0.753819051
2098,0.73198589,0.70460479
2099,0.729149017,0.65539053
2100,0.726312144,0.606176269
